"Welcome! This is a list of the sources of instruments used in game music. Message me on Discord or comment if you have any criticism/suggestions, or request access if you want to edit the list.",,,,,,,,
"The sources on this page were gathered by G-Boy/NintendoGurkan, Hexagon12/GDhex12, Mathew Valente/TSSF, SynaMax/Max Petrosky, Elite, Chillius, midiman, ephemeralmu, Benjamin, Xane123, MtH, starerik, Blue Falcon, felineki, baggagelizard, punk7890/punk7890-2, Can of Nothing/0minus0, the editors of DEAD VGM Sound Sources, BlueTronic/Jammin' Sam Miller, peronmls/Miles, bocaj517, Nisto, crissxcr0ss, Python Blue, Enclave123, F0nkyNinja, koolaid, Skull/Adel Almas, Vera, Super Spindash, witapepsi, Ghignarda, Spinny, CM30, nford4947, KeiTaRo, drdevilfx, AceKombat, GBP/GarageBandPoke, the editors of The UNDERTALE Music Sample List, gameonion, rebooter23, thisisausername/recordreader, michael01011/michael020022, the editors of NEWER VGM Sound Sources, dutch menneer, XaikuTheMaverickHunter, Gazpacho/calcobrena, PokemonMusic, OzoneOne, Mr. Miles/dumperghost, DatExpandingFuto, amphobius, Patty Rack/PattehRose, ScrewStache, Jack L, Nico_, Sir Ulrich Von Fappenburger™/Linus Olsson, bun, the editor(s) of Patteh's Spreadsheet of Snuff, !bruh!/toastedfoxx, Nuclear/NUKELEDGE, Pinci, AHammockdream, Remi, Waf (Kurzweil K2500)/Waffles, Nesufire, Collision Chaos Radio, d-soup, Aqua (MIDI), Irikachana, WhiteVII, Xerxes, the editors of Pokémon Sound Sources (Detailed), OrangeExecutions, kabulent, Shushy Bushy, codeman38, daypeecone, Mudstep and Milon. The first six listed are the ones who have added findings to and edited this sheet.",,,,,,,,
"Rules: Please give credit if you repost a finding from this sheet. Add the instruments in the games' chronological order. Write the first or the oldest console that the game was released on only. No SFX. If a sample overlaps between multiple sources, write the source that the composers are confirmed to have, and write the oldest source that the sample appears in if the composers aren't confirmed to own any of them. If a sample overlaps between multiple sources that the composers are confirmed to have, and one isn't more likely than the other, write the oldest one.",,,,,,,,
Sample,No.,Source,Date,Game,Date,Console,Music,Composer(s)
Piano - A. Piano - [GM 001] Acoustic Grand Piano,None,Steinberg HALion Sonic SE,2011,Donkey Kong Country: Tropical Freeze,2014,Wii U,Amiss Abyss,"David Wise, Alexander Brandon, Kenji Yamamoto"
Strings - Violin - Solo Violin,None,Steinberg HALion Sonic SE,2011,Donkey Kong Country: Tropical Freeze,2014,Wii U,Windmill Hills,David Wise
5 - Melodic Instruments - Balafon 1,None,NI Discovery Series: West Africa,2011,Donkey Kong Country: Tropical Freeze,2014,Wii U,"Zip-Line Shrine, Scorch 'n' Torch","David Wise, Alexander Brandon, Kenji Yamamoto"
5 - Melodic Instruments - Fula Flute (F),None,NI Discovery Series: West Africa,2011,Donkey Kong Country: Tropical Freeze,2014,Wii U,"Zip-Line Shrine, Scorch 'n' Torch","David Wise, Alexander Brandon, Kenji Yamamoto"
N/A (Percussion),None,NI Discovery Series: West Africa,2011,Donkey Kong Country: Tropical Freeze,2014,Wii U,Zip-Line Shrine,"David Wise, Alexander Brandon, Kenji Yamamoto"
Session Horns - Single Articulation,None,NI Session Horns,2012,Donkey Kong Country: Tropical Freeze,2014,Wii U,Bonus Tune,"David Wise, Alexander Brandon, Kenji Yamamoto"
Band - 1 - Horns - Alto Saxophone,None,Kontakt Factory Library,2011,Donkey Kong Country: Tropical Freeze,2014,Wii U,Rocket Barrel (Alps),David Wise & Kenji Yamamoto
Band - 2 - Acoustic Pianos - Grand Piano,None,Kontakt Factory Library,2011,Donkey Kong Country: Tropical Freeze,2014,Wii U,Map,"David Wise, Alexander Brandon, Kenji Yamamoto"
World - 5 - Accordions - Melodeon,None,Kontakt Factory Library,2011,Donkey Kong Country: Tropical Freeze,2014,Wii U,"Canopy Chaos, Rocket Barrel (Alps)","David Wise, Alexander Brandon, Kenji Yamamoto"
World - 7 - Metallophones - Steel Drums,None,Kontakt Factory Library,2011,Donkey Kong Country: Tropical Freeze,2014,Wii U,Front End,"David Wise, Alexander Brandon, Kenji Yamamoto"
GM Content - Accordion,None,Steinberg HALionOne,2006,Yoshi's New Island,2014,3DS,Totaka's Song,"CHAMY.ishi, Kazumi Totaka"
Africa - Shakers - Ekpiri Shelled BODY,None,EastWest/Quantum Leap RA,2005,Yoshi's New Island,2014,3DS,Main Title,Mssayoshi Ishi
Ethnic Percussion - Ethnic Drums 88key,None,EastWest Goliath,2007,Yoshi's New Island,2014,3DS,Main Title,Masayoshi Ishi
Metals - Orch chimes,None,EastWest Symphonic Orchestra,2004,Shantae and the Pirate's Curse,2014,3DS,The Desolate Domain (Oubliette of Suffering),Jake Kaufman
Mid East - Bowed - ME Str Sect - MidEast Strings BIG 1,None,EastWest/Quantum Leap RA,2005,Shantae and the Pirate's Curse,2014,3DS,Scuttle Town,Jake Kaufman
Mid East - Bowed - Yalli Tambur - Yalli Tambur KS C0-A0,None,EastWest/Quantum Leap RA,2005,Shantae and the Pirate's Curse,2014,3DS,Challenge Accepted,Jake Kaufman
Mid East - Plucked - Oud - OUD KS C0-F#0,None,EastWest/Quantum Leap RA,2005,Shantae and the Pirate's Curse,2014,3DS,Scuttle Town,Jake Kaufman
Mid East - Plucked - Santoor - Santoor KS C0-G#0,None,EastWest/Quantum Leap RA,2005,Shantae and the Pirate's Curse,2014,3DS,"The Pits (Lost Catacombs), Stare into the Abyss, You Found an Item!, The Floating Factory (Propeller Town), DO U EVEN WHIP?, Ending (Full)",Jake Kaufman
Mid East - Wind - Zourna - Zourna KS C0-A#0,None,EastWest/Quantum Leap RA,2005,Shantae and the Pirate's Curse,2014,3DS,Scuttle Town,Jake Kaufman
Mallet Instruments - Floating Bells,None,NI Massive,2007,Shantae and the Pirate's Curse,2014,3DS,The Underworld - Intro,Jake Kaufman
Scarbee Clavinet Pianet - Scarbee Clavinet - Full,None,Scarbee Vintage Keys,2009,Shantae and the Pirate's Curse,2014,3DS,Streamworks (Saliva Island),Jake Kaufman
Scarbee Mark I - Scarbee Mark I,None,Scarbee Vintage Keys,2009,Shantae and the Pirate's Curse,2014,3DS,Customer Rewards (Shop Theme),Jake Kaufman
Scarbee MM-Bass,None,Scarbee MM-Bass,2009,Shantae and the Pirate's Curse,2014,3DS,File Select,Jake Kaufman
World - 7 - Metallophones - Steel Drums,None,Kontakt Factory Library,2009,Shantae and the Pirate's Curse,2014,3DS,"Streamworks (Saliva Island), Ancient Aquifers (Spittle Maze)",Jake Kaufman
2 - Jazz - Shaffer,None,NI Vintage Organs,2010,Shantae and the Pirate's Curse,2014,3DS,DO U EVEN WHIP?,Jake Kaufman
N/A,None,NI Discovery Series: West Africa,2011,Shantae and the Pirate's Curse,2014,3DS,Ancient Aquifers (Spittle Maze),Jake Kaufman
1 - Acoustic Kits - GM Kit - GM Kit,None,NI Battery 2,2004,Shantae and the Pirate's Curse,2014,3DS,Customer Rewards (Shop Theme),Jake Kaufman
3 - Electronic Kits - R&B,None,NI Battery 2,2004,Shantae and the Pirate's Curse,2014,3DS,Sky,Jake Kaufman
03 - Percussion Kits - Middle Eastern Kit - Middle Eastern Kit,None,NI Battery 3,2006,Shantae and the Pirate's Curse,2014,3DS,Back to the Roots (Cackle Tower),Jake Kaufman
03 - Percussion Kits - North Indian Kit - North Indian Kit,None,NI Battery 3,2006,Shantae and the Pirate's Curse,2014,3DS,Scuttle Town,Jake Kaufman
05 - Synthetic Kits - Mega Synthetic Kit - Mega Synthetic Kit,None,NI Battery 3,2006,Shantae and the Pirate's Curse,2014,3DS,Challenge Accepted,Jake Kaufman
909 Detailed Kit,None,NI Battery 4,2013,Shantae and the Pirate's Curse,2014,3DS,Darkest Night (Village of Lost Souls),Jake Kaufman
DueWest Kit,None,NI Battery 4,2013,Shantae and the Pirate's Curse,2014,3DS,Rottytops,Jake Kaufman
Arco Violins,8,E-MU Proteus/2 Orchestral,1990,Shantae and the Pirate's Curse,2014,3DS,File Select,Jake Kaufman
Hi Tar,I010,E-MU Proteus/3 World,1991,Shantae and the Pirate's Curse,2014,3DS,Trip through Sequin Land,Jake Kaufman
E-MU Mo' Phatt - SycoGirL,027⁰,Digital Sound Factory E-MU Proteus Pack,2007,Shantae and the Pirate's Curse,2014,3DS,We Love Burning Town,Jake Kaufman
E-MU Mo' Phatt - Scratches,011¹,Digital Sound Factory E-MU Proteus Pack,2007,Shantae and the Pirate's Curse,2014,3DS,The Tenacious Tentacled Terror,Jake Kaufman
E-MU Mo' Phatt - Snares 3,114⁰,Digital Sound Factory E-MU Proteus Pack,2007,Shantae and the Pirate's Curse,2014,3DS,The Nightmare Woods (Run Run Rottytops!),Jake Kaufman
N/A (Drums),N/A,N/A (Toontrack Product),N/A,Shantae and the Pirate's Curse,2014,3DS,N/A,Jake Kaufman
Organ - Electric - Why Dee,None,Steinberg HALion Sonic SE,2011,Shantae and the Pirate's Curse,2014,3DS,The Floating Factory (Propeller Town),Jake Kaufman
Strings - Section - Small String Ensemble,None,Steinberg HALion Sonic SE,2011,Shantae and the Pirate's Curse,2014,3DS,Customer Rewards (Shop Theme),Jake Kaufman
Synth Lead - Digital - [GM 083] Lead 3 (Calliope),None,Steinberg HALion Sonic SE,2011,Shantae and the Pirate's Curse,2014,3DS,Scuttle Town: Reinvention,Jake Kaufman
Woodwinds - Flute - Expressive Flute,None,Steinberg HALion Sonic SE,2011,Shantae and the Pirate's Curse,2014,3DS,Customer Rewards (Shop Theme),Jake Kaufman
Woodwinds - Ethnic - Ethnic Flute,None,Steinberg HALion Sonic SE,2011,Shantae and the Pirate's Curse,2014,3DS,Cult of Personality (Tan Line Temple),Jake Kaufman
N/A (String Ensemble),N/A,N/A (Yamaha or Steinberg Product),N/A,Shantae and the Pirate's Curse,2014,3DS,N/A,Jake Kaufman
Impact,PR-B:071,Roland XP-30,1999,Shantae and the Pirate's Curse,2014,3DS,Rave in the Grave (Zombie Island),Jake Kaufman
STRINGS4 - ORCH5,None,Fairlight CMI IIx,1982,Shantae and the Pirate's Curse,2014,3DS,The Nighmare Woods (Run Run Rottytops!),Jake Kaufman
tone - GM - Chopper Bass 1,37,Sam's VOPM,2002,Shantae and the Pirate's Curse,2014,3DS,Trip through Sequin Land,Jake Kaufman
tone - lead - Synth & Bell 2,20,Sam's VOPM,2002,Shantae and the Pirate's Curse,2014,3DS,Streamworks (Saliva Island),Jake Kaufman
01 Piano & co - Acoustic Pianos - Concert Grnd Piano,None,MOTU Universal Loops & Instruments,2007,Nintendo eShop,2014,None,July,N/A
Stereo Harp,PRE4:070,Yamaha Motif Rack XS,2008,Nintendo eShop,2014,None,January,N/A
Glisten Lead,PRE5:079,Yamaha Motif Rack XS,2008,Nintendo eShop,2014,None,July,N/A
English Horn,GM:070,Yamaha Motif Rack XS,2008,Nintendo eShop,2014,None,April,N/A
N/A (String Ensemble),N/A,N/A (Yamaha or Steinberg Product),N/A,Nintendo eShop,2014,None,Steel Thy Shopping (Chip Version),Jake Kaufman
String Ensembles - Partition A - 01 VI LNG FF - VI LONG FF,None,Peter Siedlaczek's Advanced Orchestra,1996,Hanafuda Theme,2014,3DS,Elegance,N/A
Orchestral - 1 - VSL Strings - Harp,None,Kontakt Factory Library,2007,Hanafuda Theme,2014,3DS,Elegance,N/A
Brightness,GM:101,Yamaha Motif Rack XS,2008,Hanafuda Theme,2014,3DS,Elegance,N/A
Solo Bassoon - 5 Keysw - BSN KS Master (Microphones: Close),None,EastWest Symphonic Orchestra,2003,Two Worlds Theme,2014,3DS,Hyrule Main Theme,Ryo Nagamatsu
Solo Clarinet - 5 Keysw - SCL KS Master (Microphones: Close),None,EastWest Symphonic Orchestra,2003,Two Worlds Theme,2014,3DS,Hyrule Main Theme,Ryo Nagamatsu
Solo Flute - 5 Keysw - SFL KS Master (Microphones: Close),None,EastWest Symphonic Orchestra,2003,Two Worlds Theme,2014,3DS,Hyrule Main Theme,Ryo Nagamatsu
Ethnic - Accordion Musette,None,IK Multimedia SampleTank 2.5 XL,2007,Kirby Triple Deluxe,2014,3DS,Floral Fields,Hirokazu Ando & Jun Ishikawa
Voices - Legato Ahs,None,IK Multimedia SampleTank 2.5 XL,2007,Kirby Triple Deluxe,2014,3DS,Fatal Blooms in Moonlight,Hirokazu Ando & Jun Ishikawa
Orchestral - 1 - VSL Strings - Violin Solo,None,Kontakt Factory Library,2007,Kirby Triple Deluxe,2014,3DS,The World to Win,Hirokazu Ando & Jun Ishikawa
N/A,None,NI Elektrik Piano,2004,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A,None,NI FM8,2007,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A,None,Heavyocity Damage,2011,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A,None,Spectrasonics Stylus RMX,2004,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A,None,Spectrasonics Omnisphere,2008,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A,None,Larry Seyer's Upright Acoustic Bass,2000,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A,None,8Dio The Eighth Wonder,2012,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A,None,Cinesamples Hollywoodwinds,2009,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A,None,Cinesamples CineBrass PRO,2011,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A,None,Eduardo Tarilonte's Shevannai,2013,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A,None,ProjectSAM True Strike 1,2004,Bayonetta 2,2014,Wii U,N/A,Masami Ueda
N/A (Electric Rhodes Piano),N/A,N/A (Steinberg or Yamaha Product),N/A,None,2014,3DS,Theme Shop,N/A
990 Strings,B-51,Roland Super JD JD-990,1993,Super Mario Maker,2015,Wii U,SMW Airship - Play,Koji Kondo
Trumpet SECT,141,Roland Super JD JD-990,1993,Super Mario Maker,2015,Wii U,SMW Airship - Play,Koji Kondo
Core Library - RMX Grooves - 68-Tower Zero - 68-Tower Zero Repeater,None,Spectrasonics Stylus RMX,2004,Super Mario Maker,2015,Wii U,SMB3 Airship - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Core Library - RMX Grooves - 90-Stutter - 90-Stutter Snare,None,Spectrasonics Stylus RMX,2004,Super Mario Maker,2015,Wii U,NSMBU Underground - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Core Library - RMX Grooves - 108-Kick It - 108-Kick It Combo,None,Spectrasonics Stylus RMX,2004,Super Mario Maker,2015,Wii U,SMB1 Underground - Edit,Koji Kondo
Core Library - RMX Grooves - 115-Optoman - 115-Optoman TamShakes,None,Spectrasonics Stylus RMX,2004,Super Mario Maker,2015,Wii U,SMB3 Underground - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Core Library - RMX Grooves - 130-Obey - 130-Obey Beat,None,Spectrasonics Stylus RMX,2004,Super Mario Maker,2015,Wii U,SMB1 Plain - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Core Library - RMX Grooves - 137-MicroTalk - 137-MicroTalk  Combo 2,None,Spectrasonics Stylus RMX,2004,Super Mario Maker,2015,Wii U,Title,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Core Library - Classic Stylus - 73-Blue note - 73-Blue note e,None,Spectrasonics Stylus RMX,2004,Super Mario Maker,2015,Wii U,SMB1 Underground - Edit,Koji Kondo
Core Library - Classic Stylus - 113-HouseJam - 113-HouseJam a,None,Spectrasonics Stylus RMX,2004,Super Mario Maker,2015,Wii U,SMB1 Plain - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
EXP Libraries - Liquid Grooves - 078-Afro Planet - 078-Afro Planet Mbira,None,Spectrasonics Stylus RMX,2004,Super Mario Maker,2015,Wii U,SMB3 Underground - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
EXP Libraries - Liquid Grooves - 078-Afro Planet - 078-Afro Planet Slit Drums,None,Spectrasonics Stylus RMX,2004,Super Mario Maker,2015,Wii U,SMB3 Underground - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
ARP + BPM - Plasto303 Arp,None,Spectrasonics Omnisphere,2008,Super Mario Maker,2015,Wii U,NSMBU Underground - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Human Voices - Choir Full Vibrato ^,None,Spectrasonics Omnisphere,2008,Super Mario Maker,2015,Wii U,NSMBU Castle - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Keyboards - Magic Spell Falling Piano,None,Spectrasonics Omnisphere,2008,Super Mario Maker,2015,Wii U,SMB3 Haunted House - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Keyboards - Rhodes Beads,None,Spectrasonics Omnisphere,2008,Super Mario Maker,2015,Wii U,SMB1 Airship - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Keyboards - Super Wah Clav,None,Spectrasonics Omnisphere,2008,Super Mario Maker,2015,Wii U,NSMBU Underground - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Synth Poly - Emersonian GX-1 Bandpass,None,Spectrasonics Omnisphere,2008,Super Mario Maker,2015,Wii U,SMB3 Castle - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Bass Instruments - Studio Slap Staccato,None,Spectrasonics Trilian,2009,Super Mario Maker,2015,Wii U,SMB1 Airship - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Bass - Eooow Bass,None,NI Massive,2007,Super Mario Maker,2015,Wii U,SMB3 Airship - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Flute - Amsterdamned,None,NI Massive,2007,Super Mario Maker,2015,Wii U,SMB1 Haunted House - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Synth Misc - Gameboy Attack,None,NI Massive,2007,Super Mario Maker,2015,Wii U,NSMBU Underground - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
N/A (Vibraphone),None,NI Massive,2007,Super Mario Maker,2015,Wii U,SMB1 Haunted House - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
01 Rhythmic Suites - Loop Menus - LPS Mangled Pop Elements 01,None,Heavyocity Damage,2011,Super Mario Maker,2015,Wii U,SMB1 Haunted House - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
01 Rhythmic Suites - Loop Menus - LPS Mangled Pop Elements 03,None,Heavyocity Damage,2011,Super Mario Maker,2015,Wii U,NSMBU Underground - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
1 Rhythmic Suites - Percussive - LPS 01 Scorefare Menu 1,None,Heavyocity Evolve Mutations,2011,Super Mario Maker,2015,Wii U,SMB3 Castle - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Orchestral - 1 - VSL Strings - Harp,None,Kontakt Factory Library,2007,Super Mario Maker,2015,Wii U,NSMBU Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Orchestral - 4 - VSL Percussion - Celesta,None,Kontakt Factory Library,2007,Super Mario Maker,2015,Wii U,NSMBU Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Orchestral - 4 - VSL Percussion - Glockenspiel,None,Kontakt Factory Library,2007,Super Mario Maker,2015,Wii U,NSMBU Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Orchestral - 5 - Orchestral Percussion - All Percussion,None,Kontakt Factory Library,2007,Super Mario Maker,2015,Wii U,SMB1 Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
World - 5 - Accordions - Melodeon,None,Kontakt Factory Library,2007,Super Mario Maker,2015,Wii U,NSMBU Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Arena Kit,None,NI Battery 4,2013,Super Mario Maker,2015,Wii U,NSMBU Underground - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
N/A,None,NI Battery 4,2013,Super Mario Maker,2015,Wii U,SMB3 Airship - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Mixed Sax Section,PRE5:016,Yamaha Motif Rack XS,2008,Super Mario Maker,2015,Wii U,SMB1 Underground - Edit,Koji Kondo
Square Lead,GM:081,Yamaha Motif Rack XS,2008,Super Mario Maker,2015,Wii U,Title,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
01 Piano & co - Acoustic Pianos - Concert Grnd Piano,None,MOTU Universal Loops & Instruments,2007,Super Mario Maker,2015,Wii U,"SMB1 Underground - Edit, SMB1 Water - Edit","Koji Kondo, Naoto Kubo, Asuka Hayazaki"
05 Bass - Electric Bass - Misc - Brazil Bass,None,MOTU Universal Loops & Instruments,2007,Super Mario Maker,2015,Wii U,SMB1 Underground - Edit,Koji Kondo
Timpani,B39,Korg 01R/W,1991,Super Mario Maker,2015,Wii U,SMW Airship - Play,Koji Kondo
N/A (Cello),N/A,N/A (Korg Product),N/A,Super Mario Maker,2015,Wii U,SMW Airship - Play,Koji Kondo
6 French Horns - 5 Keysw - 6FH KS Master,None,EastWest Symphonic Orchestra,2004,Super Mario Maker,2015,Wii U,SMB1 Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
10 Violas - 5 Keysw - VAS KS Master,None,EastWest Symphonic Orchestra,2004,Super Mario Maker,2015,Wii U,SMB1 Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Harp - 1 Long - Harp Pluck,None,EastWest Symphonic Orchestra,2004,Super Mario Maker,2015,Wii U,SMW Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
3 Clarinets - 5 Keysw - 3CL KS Master,None,EastWest Symphonic Orchestra,2004,Super Mario Maker,2015,Wii U,SMB1 Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
3 Flutes - 5 Keysw - 3FL KS Master,None,EastWest Symphonic Orchestra,2004,Super Mario Maker,2015,Wii U,SMB1 Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
Solo Contrabasson - 5 Keysw - CTB KS Master,None,EastWest Symphonic Orchestra,2004,Super Mario Maker,2015,Wii U,SMB1 Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
N/A (Pizzicato Violins),None,EastWest Symphonic Orchestra,2004,Super Mario Maker,2015,Wii U,SMW Water - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
GM Bank - 017-24 - 20-Church Organ,20,EastWest Goliath,2007,Super Mario Maker,2015,Wii U,SMW Haunted House - Edit,"Koji Kondo, Naoto Kubo, Asuka Hayazaki"
GM Bank - 033-40 BASS - 33-Upright Bass,33,EastWest Goliath,2007,Super Mario Maker,2015,Wii U,SMB1 Underground - Edit,Koji Kondo
N/A,N/A,Roland Super JV JV-1080,1994,Xenoblade Chronicles X,2015,Wii U,N/A,Hiroyuki Sawano
SteelwoundNylonGtr,000:000,ProTrax Classical Guitar,2000,Undertale,2015,PC,Hotel,Toby Fox
Piano 1,000:000,SGM-V2.01,2003,Undertale,2015,PC,"Ruins, Spear of Justice",Toby Fox
Clav.,000:007,SGM-V2.01,2003,Undertale,2015,PC,sans.,Toby Fox
Nylon-str. Guitar,000:024,SGM-V2.01,2003,Undertale,2015,PC,Home,Toby Fox
Acoustic Bass,000:032,SGM-V2.01,2003,Undertale,2015,PC,Hotel,Toby Fox
Slap Bass 1,000:036,SGM-V2.01,2003,Undertale,2015,PC,Death by Glamour,Toby Fox
Strings,000:048,SGM-V2.01,2003,Undertale,2015,PC,Spider Dance,Toby Fox
Alto Sax,000:065,SGM-V2.01,2003,Undertale,2015,PC,Death by Glamour,Toby Fox
STANDARD 1,128:000,SGM-V2.01,2003,Undertale,2015,PC,"Uwa!! So Temperate♫, Enemy Approaching",Toby Fox
STANDARD 2,128:001,SGM-V2.01,2003,Undertale,2015,PC,Megalovania,Toby Fox
STANDARD 3,128:002,SGM-V2.01,2003,Undertale,2015,PC,Ruins,Toby Fox
JAZZ,128:032,SGM-V2.01,2003,Undertale,2015,PC,Ghost Fight,Toby Fox
N/A,None,Impact Soundworks Shreddage,N/A,Undertale,2015,PC,"Megalovania, Hopes and Dreams",Toby Fox
Volume 2 - Steinway Grand - Grand Piano HI,None,E-MU Emulator III,1989,Undertale,2015,PC,Uwa!! So Temperate♫,Toby Fox
Oboe,26,E-MU Proteus/2 Orchestral,1990,Undertale,2015,PC,Heartache,Toby Fox
Solo Violin,I017,E-MU Proteus/2 Orchestral,1990,Undertale,2015,PC,Bonetrousle,Toby Fox
Harpsichord - Harpsichord,None,EastWest Symphonic Orchestra,2003,Undertale,2015,PC,Spider Dance,Toby Fox
Solo Violin - 5 Keysw - SVL KS Master,None,EastWest Symphonic Orchestra,2003,Undertale,2015,PC,Snowy,Toby Fox
Solo Piccolo Flute - 5 Keysw - PFL KS Master,None,EastWest Symphonic Orchestra,2003,Undertale,2015,PC,Snowy,Toby Fox
GM Bank - 033-40 BASS - 33-Upright Bass,33,EastWest Goliath,2008,Undertale,2015,PC,"Dogbass, It's Raining Somewhere Else",Toby Fox
3x Osc,None,FL Studio,2011,Undertale,2015,PC,Ruins,Toby Fox
Synth Bass 1,39,Roland Sound Canvas,1991,Undertale,2015,PC,Alphys,Toby Fox
Romantic Tp,057 000,Edirol Studio Canvas SD-90,2001,Undertale,2015,PC,Spear of Justice,Toby Fox
N/A (Piatti),N/A,N/A (Roland Product),N/A,Undertale,2015,PC,Death Report,Toby Fox
GM Set - 02- Pitched Percussions - Vibraphone,12,UVI PlugSound Box,2002,Undertale,2015,PC,It's Raining Somewhere Else,Toby Fox
Partition A - AHH - AHH,None,Peter Siedlaczek's Classical Choir,1993,Undertale,2015,PC,Spider Dance,Toby Fox
Woodwind #2 - Oboe 1,None,Roland Sound Library L-CD1,1987,Undertale,2015,PC,Oh! One True Love,Toby Fox
Orchestral Percussion #3 - Timpani,None,Roland Sound Library L-CD1,1987,Undertale,2015,PC,Oh! Dungeon,Toby Fox
"New Strings, E.Piano, Choir - Strings 3",None,Roland Sound Library L-CD1,1987,Undertale,2015,PC,"Oh! Dungeon, Oh! One True Love",Toby Fox
0:02,None,Leroy Shield - Good Old Days,1930,Undertale,2015,PC,Ghost Fight,Toby Fox
Bansuri,None,Kontakt Factory Library,2009,Pokémon Super Mystery Dungeon,2015,3DS,Partner's Theme,Keisuke Ito & Yasuhiro Kawagoe
Ethnic World - Egyptian Saz b,None,Spectrasonics Omnisphere,2008,Splatoon,2015,Wii U,Plaza,Toru Minegishi
Human Voices - Electro Tuvan,None,Spectrasonics Omnisphere,2008,Splatoon,2015,Wii U,Cephaloparade,Toru Minegishi
Human Voices - Jazz Vocal Bass Short Dows,None,Spectrasonics Omnisphere,2008,Splatoon,2015,Wii U,Lobby,Toru Minegishi
Synth Poly - Emersonian GX-1 Bandpass,None,Spectrasonics Omnisphere,2008,Splatoon,2015,Wii U,Lookin' Fresh,Shiho Fujii
Orchestra Hit,56,Roland Sound Canvas SC-88,1994,Splatoon,2015,Wii U,Tentacular Circus,Toru Minegishi
CD 2 - Los USA - American Banjo 02 - 0:15,56,Sounds Good New World Order Journey #2,1995,Splatoon,2015,Wii U,Tentacular Circus,Toru Minegishi
Loops - Cuban Timba Trumpet 02,None,Apple Jam Pack World Music,2006,Splatoon,2015,Wii U,Tentacular Circus,Toru Minegishi
Loops - Eastern Gold Voice 01,None,Apple Jam Pack World Music,2006,Splatoon,2015,Wii U,Octoling Rendezvous,Shiho Fujii
Loops - Whistle Improv 12,None,Apple Jam Pack Voices,2007,Splatoon,2015,Wii U,Tentacular Circus,Toru Minegishi
EXS24 - Drums & Percussion - Electronic Drum Kits - Roland TR-808 Kit,None,Logic Pro,2007,Splatoon,2015,Wii U,Lookin' Fresh,Shiho Fujii
